Character,Line
DAENERYS,I think I can protect me from Hizdahr Zo Loraq. Go Ser Barristan. Sing a song for me.
BARRISTAN,Your Grace. .INT. AUDIENCE CHAMBER
HIZDAHR,All men must die. But not all can die in glory.
MISSANDEI,Glory?
HIZDAHR,Why else do men fight? Why did your ancestors cross the Narrow Sea and conquer the Seven Kingdoms? So their names would live on. Those who find victory in the fighting pits will never become kings but their names will live on. It's the best chance they'll ever have.
DAENERYS,Is that what you used to tell men before you set them to butchering each other for sport?
HIZDAHR,Your Grace today is the traditional start of the fighting season.
DAENERYS,I do not recognize this tradition.
HIZDAHR,Traditions are the only thing that will hold this city your city together. . Without them former slaves and former masters have nothing in common. Nothing but centuries of mistrust and resentment. I can't promise this is the answer to all our problems but it's a start.EXT. MARKETPLACEA prostitute and a soldier laugh with each other. Another soldier talks with some women. Some Sons of the Harpy kill all of the soldiers in the area causing panic. In a nearby alley some Unsullied march. Hearing the chaos they begin running towards the market. They find the prostitute crying over the body of the dead soldier.
WOMAN,Sons of the Harpy.She gestures in the direction the sons went. The Unsullied run in that direction. When they are out of view she stops her act and wipes the tears away. The Unsullied enter a corridor expecting to catch the sons. Instead they themselves are ambushed from every direction by Sons of the Harpy. After a tense few moments a fight breaks out. During the fight one of the Unsullieds helmet is knocked off and is revealed to be Grey Worm. Another fight breaks out elsewhere. The two Unsullied there are killed almost immediately. Barristan walks down an alley and upon noticing the chaos
HIZDAHR,I am so sorry my queen. He was a good man.
DAENERYS,"""Barristan the Bold"" they called him. He crossed a continent to serve me. He was a loyal friend. And he died in an alley butchered by cowards who hide behind masks."
DAARIO,We could pull back to the pyramid district secure it and use it as a base from which to operate. Then we clean the city out neighborhood by neighborhood
DAENERYS,I prefer your earlier suggestion. Round up the leaders of each of Meereen's great families and bring them to me.
HIZDAHR,But... I'm the leader of my family.Daario nods. The two men behind Hizdahr grab and restrain him. He is taken away.
HIZDAHR,No Your Grace! I had nothing to do with this. Your Grace!INT. DRAGON CHAMBERDaenerys Daario some Unsullied
DAENERYS,Walk forward.The Unsullied lower their spears at the other men.
MAN,You cannot do this.The Unsullied begin walking forward forcing the men to move. After a few moments they stop. Chains rattle again.
DAENERYS,Another step.The Unsullied and the men take another step. Chains rattle and an unseen dragon snarls. Daenerys walks through the Unsullied to the front of the group.
DAENERYS,. But a good mother never gives up on her children. She disciplines them if she must.Daenerys looks at Daario. He walks over and pushes the mumbling man forward onto his knees.
DAENERYS,But she does not give up on them.The mans eyes widen. A dragon comes out of the shadows and breathes fire on him. He screams and dies. The dragons take his corpse tear it in two and eat it.
DAENERYS,
HIZDAHR,All men must die.The other men besides Hizdahr grovel before Daenerys. The dragons continue eating. After a moment she takes her hand off of Hizdahr.
DAENERYS,Don't want to overfeed them. Tomorrow perhaps.Daario and the Unsullied take the men out. Daenerys watches her dragons eat for a moment and then walks out herself.CUT TO: CASTLE BLACKINT. LIBRARYSam sits at a table reading a letter. Aemon is with him.
SAM,"""And though Daenerys maintains her grip on Slaver's Bay forces rise against her from within and without. She refuses to leave until the freedom of the former slaves is secure."" She sounds like quite a woman."
AEMON,And she's alone under siege no family to guide her or protect her. Her last relation thousands of miles away useless
SAM,Don't say that Maester Aemon.
AEMON,A Targaryen alone in the world is a terrible thing.Jon walks in.
JON,Maester Aemon.
AEMON,Lord Commander.
JON,Sam I'd like to speak to the maester alone.Sam gets up grabs his papers and leaves. Jon walks over and sits at the table.
JON,How are you feeling?
AEMON,Oh like a hundred-year-old man slowly freezing to death.
JON,I need your advice. There's something I want to do something I have to do. But it'll divide the Night's Watch. Bitterly. Half the men will hate me the moment I give the order.
AEMON,Half the men hate you already Lord Commander. Do it.
JON,But you don't know what it is.
AEMON,That doesn't matter. You do. You will find little joy in your command. But with luck you will find the strength to do what needs to be done. Kill the boy Jon Snow. Winter is almost upon us. Kill the boy and let the man be born.INT. ROOMJon and Tormund sit across from each other at a table.
JON,Where are the rest of the free folk now? . Who leads them?
TORMUND,They followed Mance. They won't follow anyone else.
JON,What about you?
TORMUND,Hard to lead when you're in chains.
JON,What if I unchained you?
TORMUND,Why would you do that?
JON,Because you are not my enemy. And I'm not yours.
TORMUND,You sure seemed like my enemy when you were killing my friends.
JON,For 8 000 years the Night's Watch have sworn an oath to be the shield that guards the realms of men. And for 8 000 years we've fallen short of that oath. You belong to the realms of men. All of you.
TORMUND,And now everything is going to change?
JON,It is.
TORMUND,Why now?
JON,Because now  I am Lord Commander of the Night's Watch.
TORMUND,What would you have me do  Lord Commander?
JON,. I'd have you go north of the Wall. Gather the remaining free folk wherever they are and bring them back here. I'll open the gates for them and let them through. I'll find them lands to settle south of the Wall.
TORMUND,They won't kneel for you and neither will I.
JON,I don't want them to kneel for me. I want them to fight with me when the time comes.
TORMUND,The day I ask my people to fight with the crows is the day my people cut my guts from my belly and make me eat them.
JON,And how many of your people can't fight? The women the children the old the sick
TORMUND,. Easy thing to say to a man in chains.Jon unchains Tormund. Tormunds eyes widen as he feels his hands.
JON,Your people need a leader. And they need to get south of the Wall before it's too late. We don't have much time and they have less. The walkers are coming and they'll hit your people first. I'm not asking you to make peace to save your skin. Make peace to save your people.
TORMUND,Most of them are at Hardhome. You know where that is?
JON,Up on Storrold's Point. I can give you 10 horses and nine other men. You can get there in a week.
TORMUND,We'll need ships.
JON,I'll talk to King Stannis about lending you his fleet.
TORMUND,All right then. You're coming with me. You're the Lord Commander of the Night's Watch. They need to hear it from you. They need to know the ships they are boarding wont be torched in the middle of the sea. You come with me or I don't go.INT. DINING HALLThe Nights Watchmen present talk amongst themselves. Stannis and Davos are present. Jon stands at a table in the front of the room with Allister and two others. One of them addresses Jon.
MAN 1,You'd bring wildlings here through our gates?
JON,Men women and children will die by the thousands if we do nothing.
MAN 1,Let them die. We got our own to worry about. Less enemies for us.Some of the men in the crowd cheer.
STANNIS,Fewer.
DAVOS,What?
STANNIS,Nothing.
SAM,. Land that no one uses now. A dozen abandoned villages.
MAN 2,And why do you think the farmers abandoned those villages? Because the wildlings raided them for years. Cut them down! Just like they did this boy's people.The man points to Olly who lowers his head. Sam sits down.
ALLISTER,We've been fighting them all for thousands of years. They've slaughtered villages. They've slaughtered our brothers.
JON,And we've slaughtered theirs.
EDD,I will follow you anywhere you know that. But they killed Grenn. And they killed Pyp. . They killed 50 of our brothers. I can't forget that. I can't forgive it.
JON,You were at the Fist of the First Men. If we abandon them you know what they become. We can learn to live with the wildlings or we can add them to the army of the dead. Whatever they are now they're better than that.The men in the room return to bickering loudly.INT. LORD COMMANDERS ROOMJon walks in takes off his coat
JON,Thank you. . If you have something you want to say to me say it. It's all right.
OLLY,You don't mean it do you? Telling the wildlings you want to make peace. You're just doing it to trick them.
JON,It's not a trick.
OLLY,They burned my village. They put an arrow through my father's head right in front of me. They butchered my mother everyone I ever knew.
JON,I know what it's like to lose the people you love. I know this is hard for you. But winter is coming. We know what's coming with it. We can't face it alone.
OLLY,Will there be anything else you need Lord Commander?
JON,No.Olly leaves. Jon sighs.CUT TO: WINTERFELLEXT. COURTYARDPodrick walks carrying some supplies. He enters a building. Inside Brienne stares out of a window. Podrick sets down the supplies.
PODRICK,She's far away from the Lannisters. This is her home. Maybe Lady Sansa is better off here.
BRIENNE,. Better off with the Boltons who murdered her mother and brother? Sansa's in danger even if she doesn't realize it.A man enters with some water and a towel.
BRIENNE,Thank you. You've lived here a long time?
MAN,Aye.
BRIENNE,Did you know Lord Eddard?
MAN,I knew him and his father before him. The Starks are gone now.
BRIENNE,Not all of them. I know who's inside that castle.
MAN,Everyone knows. The Boltons.
BRIENNE,I'm not talking about the Boltons. I need to get a message to her. To Sansa Stark.
MAN,Who are you?
BRIENNE,Someone who swore to keep her safe.
MAN,Swore to who?
BRIENNE,Her mother.
MAN,Her mother's dead.
BRIENNE,That doesn't release me from an oath. I served Lady Catelyn. I serve her still. Who do you serve?INT. RAMSAYS CHAMBERSMyranda stands naked in front of a window.
